"1&When choosing a place to live, what do you consider most important: location, size, style, number of rooms, type of rooms, or other features. 
Use reasons and specific examples to support your answer.",::,"<IN><TS>When choosing a place to live, there are a number of factors which is considered to be important, among them, I think it is most critical to evaluate the location, size and payment when choosing a place to live.</TS></IN>
<BO1><MI1><TR>First</TR>, It is important to have suitable location.</MI1> <SI1>Bad locations such as having a loud neighbors will certainly make my life unpleasure, and also, having a long commutes to my workplave will probably make me feel irritable day by day.</SI1></BO1> 
<BO2><MI2><TR>Second</TR>, It is important to have adequate size of the place.</MI2> <SI2>A shortage in having a space to put my necessities will surely cause waste of time. also, with a small space I can;t feel comfortable when taking a rest.</SI2></BO2>
<BO3><MI3><TR>Finally,</TR> It is important to have an affordable rent pay.</MI3> <SI3><EX3><TR> For example</TR>, If my income is 2,000 dollars a month, it is such a nightmare for me to pay 800 dollars for rent per month.</EX3></SI3></BO3>
<CO>In conclusion, Although ther are a number of factors to be considered important, when choosing a place to live, <TR>however</TR>, most important factors for me is a suitable location, adequate size and an affordable payment.</CO>",::,5,::,5,::,5,::,5,::,5,::,5,::,3,::,5,::,5,::,This is a great start. Your essay is very well organized and your main ideas are good. Now you just need to add more to your supporting arguments and your introduction. Keep in mind that a paragraph is generally 4-7 sentences altogether.,//
2&What are some of the qualities of a good parent? Use specific details and examples to explain your answer.,::,,::,5,::,3,::,4,::,4,::,3,::,3,::,3,::,3,::,3,::,"Your thesis statement needs to be stronger, and you should delete your third ""paragraph"" - you don't need it. You should add a lot more to your two main paragraphs. Can you give more examples and support to your ideas? Finally, I think you mean ""give birth to a baby.""",//
3&Do you agree or disagree with the following statement? Television has destroyed communication among friends and family. Use specific reasons and examples to support your opinion.,::,"<IN>Today, people spent their rest time for watching TV that shows many interesting programs, such as a comedy show, drama and game show. <TS>It is normally accepted that television interrupts the communication between family. I also assent with that opinion, since the time that family can talk with each other is limited, but they spent it by watching TV. Another bad effect of television on communication is that it can make people passive.</TS></IN>
<BO1><MI1>In a research, people watch TV for 2 or more hours a day, and it reduces the time to speak with family.</MI1> <SI1><EX><TR>In my case</TR>, I go to school in the early morning, and come back home at 7 p.m. <TR>Therefore</TR>, I can talk with family for only 3 or 4 hours a day. <TR>Of course</TR>, the TV program is fun and interesting. So they concentrate on TV without saying any word. After watching TV, it is time to go to bed. If I didn¡¯t watch TV, I could speak with my family.</EX></SI1></BO1>
<BO2>Some people say that the television is the foolish box. <MI2>It doesn¡¯t let people think when they watch TV.</MI2> <SI1>The meaning of communication is to speak his own mind and understand other¡¯s one. <TR>However</TR>, it is easy to get a information from television, so it disturbs people to think what is the important thing. They just obtain the information from television and follow. <TR>Finally</TR>, watching TV is helpless to communicate with family.</SI2></BO2>
<CO>I think that watching TV interrupt the communication between family with these two reasons; reducing the time to talk with family and making people passive. There is nothing that is more efficient than communication for knowing how I am loved and understanding other¡¯s mind. <TR>Therefore</TR>, we must release the time for watching TV and increase one for speaking with family.</CO>",::,5,::,2,::,4,::,3,::,4,::,2,::,3,::,3,::,4,::,"You are on the right track. You need to shorten your thesis statement into one strong sentence. Your main paragraphs could use a little more content. Finally, your second main paragraph is missing a main point. I think I found it in the thesis statement.",//
"4&Do you agree or disagree with the following statement? Attending a live performance (for example, a play, concert, or sporting event) is more enjoyable than watching the same event on television. Use specific reasons and examples to support your opinion.",::,"<IN>On weekend, many people watch TV for showing a baseball game, a basket ball game or a concert. Someone prefers playing sports or singing by himself to staying indoors. <TS>Both doing by myself and watching TV can reduce our stress, but It is more interesting to do a live performance than watch it on television. </TS>From now on, I would like to explain why I think so.</IN>
<BO1><MI1><TR>First</TR>, playing something can enjoy with others who play or prepare it with me.</MI1> <SI1><EX><TR>For example,</TR> when I was a freshman, I did a play. I and my friends prepared for two months, and, during preparing the play, made deeper relationship. After finishing the play, I could feel that we were all of one mind. It cannot feel by watching a play on television.</EX></SI1></BO1>
<BO2><MI2><TR>Second</TR>, I can enjoy the feeling that I did something by myself.</MI2> <SI2>As I watch on TV that someone climbs a mountain, it is not my own experience or work. As he stands up on the top of the mountain, I sit down on a chair. Doing by myself is another important factor for enjoying my life.</SI2></BO2>
<CO><TR>At the conclusion</TR>, I prefer doing a live performance to watching it on television, because attending something can share the enjoyment with others and I can feel that I achieve it by myself. Although, I am not good at playing any sports, I can enjoy the good feeling with a sweat.</CO>",::,5,::,3,::,2,::,3,::,4,::,2,::,2,::,2,::,3,::,"This essay is supposed to be about going to a concert or a play rather than watching on on televsion, not about doing other activities instead. Think about this and try again. Would you rather go to a concert or watch one on TV?",//
"5&Neighbors are the people who live near us. In your opinion, what are the qualities of a good neighbor? Use specific details and examples in your answer.",::,"<IN>We meet many people every day. Among them, neighbors are very special because they live near the place where we live. So it is worthwhile to think of the qualities of good neighbors. <TS>I think good neighbors are those who are not only as comfortable as friends but also those who can support necessary things to others like a family.</TS></IN>
<BO1><MI1><TR>First of all</TR>, good neighbors are those who are very comfortable as friends.</MI1> <SI1>Although we all have friends, it is not easy to have friends live near us. If we can make our neighbors friends, we might have many friends near us. Then we will be able to gain concerns and helps if needed.</SI1> </BO1>
<BO2><MI2><TR>Secondly</TR>, good neighbors are those who can support each other as a family.</MI2> <SI2>Because our families are nuclear families nowadays, it is not easy go get the love of grandchildren in the case of grandparents and vice versa. <TR>Furthermore</TR>, because both father and mother usually go out and work nowadays, children lack the love of parents. Good neighbors can compensate these needs of love because they might support each other as a family.</SI2></BO2>
<CO><TR>In conclusion</TR>, good neighbors are those who are not only as comfortable as friends but also those who can support necessary things of others like a family. Because many people live in cities and move so frequently, it is not even easy to know the face of our neighbors. So we all have to remind the meaning of good neighbors.</CO>",::,5,::,5,::,5,::,5,::,5,::,4,::,4,::,4,::,5,::,You have a good essay here. You can make it better by adding examples and research to your two main paragraphs.,//
6&What do you consider to be the most important room in a house? Why is this room more important to you than any other room? Use specific reasons and examples to support your opinion.,::,"<IN>There are kind of rooms in a house, such as a bath room, a living room. <TS><TR>In my opinion</TR>, a dining room is the most important room out of them. I have some reasons to support my idea.</TS></IN>
<BO1><MI1><TR>First of all</TR>, a dining room is a place where family members can talk each other and relax having a great time.</MI1> <SI1>Because family usually comes together in a dining room which has a sofa, a television, etc. <EX><TR>For example</TR>, my family usually spend a lot time in a dining room when we are at home, especially after mealtime. Through this time, we are able to understand each other more deeply and make a family atmosphere.</EX> I would like to mention that the most important function of room which is in a house is how much it can help to improve relations between family members. Because a house is where family lives together.</SI1></BO1>
<BO2><MI2><TR>Secondly</TR>, a dining room is where I can enjoy watching a television and exercise.</MI2> <SI2><EX> In my house, most of household utensils are in the dining room such as TV, running machine, a video tape recorder.</EX> So to me, a dining room is the most important room to have a fun time in the house.</SI2></BO2>
<CO><TR>As I have mentioned above</TR>, a dining room is more important than any other room. Because I can not only have a great time with my family but also use some goods for fun. I want to make the dining room more conveniently and nicely.</CO>",::,5,::,4,::,4,::,4,::,5,::,4,::,4,::,4,::,4,::,"This is a pretty good essay, but I think in your case you could call it the main room. Usually a dining room doesn't have a sofa in it, so it was confusing to read that... I'm guessing that your living room and dining room are the same place? In that case, it will be clearer if you just call it a main room.",//
7&Some people eat at home while others eat at restaurants. Where you would eat and why?,::,"<IN>Modern ear trains the people's life style which is the job and food to change it more rapidly and variously than before. The most change is the people's food style. Some people prefer to eat at food stands or resraurants, and other people prefer to prepare and eat food at home. <TS>Although both food styles have advantages and disadvantages for saving time. In my case, I prefer tp eat at outside.</TS></IN>
<BO1><MI1>When having a meal at home, I can eat good food, clean and health, more than eating food at outside.</MI1> <SI1>In spit of thesepoints, this food style has a week point, spending too much time. besides, this way is inconvenience. <EX><TR>For example</TR>, I have to buy food stuff and cook of my own doing, before having a meal.</EX></SI1></BO1>
<BO2><MI2><TR>However</TR>, When eating food at food stands or reataurants, I can save time.</MI2> <SI2>This food style does not needed to waste time; I can use much time to do my work. <TR>In addition</TR> to, I can conveniently eat the wide ranges of foods.</SI2></BO2>
<BO3><MI3>The other point is that I can reserve and take out food at these places.</MI2> <SI2>These mothods are really helped to save the invaluable time, when I am busy doing my business. </SI2></BO3>
<CO><TR>In conclusion</TR>, eating food at outside has the advantage whis I mentioned. It goes without saying that I can save much more time than having a meal at home. Though home made food has a strong point, clean foods and health, I prefer to eat at outside for savig time.</CO>",::,5,::,3,::,3,::,3,::,3,::,3,::,3,::,3,::,3,::,"You need to do some work on this essay. Some of it does not make sense (what do you mean by modern ear?) and there are some simple grammatical errors that a little editing would easily fix. You need to add a LOT more to your main essays, especially the second and third main paragraphs. Your first main paragraph is confusing. Are you arguing for or against eating at home? Reorganize this essay and try again.",//
8&Do you agree or disagree with the following statement? Parents are the best teachers. Use spesfic reasons and examples to support your answer.,::,"<IN>Some people say that parents are most influnced people to their children. In some case, it is right but that does not mean parents are the best teachers. <TS>I know that parents are important but they are ones of instrucuors in life same as other ones: friends, school teacher, mascom and so on. I will reveal some reasons.</TS></IN>
<BO1><MI1><TR>At first</TR>, parents are more sensitive to their children than any other people.</MI1> <SI1>Because they love their children so much, in many cases they seemed to act by emotion not by reason. <EX><TR>For example</TR>, parents apt to talk to their children to study hard because almost parents want their children to get a better life.</EX> <TR>However</TR> sometimes it is not good for children to find their right way. Because every human has their own gift, it is most important thing to consultant right.</SI1></BO1>
<BO2><MI2><TR>Second</TR>, people can learn many things from others.</MI2> <SI2>Many friends, teachers and mass-communication help young people get useful information and tips. Because of the age gap between parents and children, daughter and son maybe lost something like new technology, fashion and so on. <TR>Also</TR>, there are abvious limit to get many things only from parents in this morden and broden world.</SI2></BO2>
<CO><TR>In conclusion</TR>, I belive that any parents can not the best teachers to their children. Parents would have exaggereated emotion to their children and they also can not cover all things to teach. Even though parents have full affect and trust to their children, it is not enough to be a reasonable teatcher to their little students. In these reason, it would be not good to belive parents are the best teachers.</CO>",::,5,::,4,::,5,::,4,::,5,::,4,::,4,::,4,::,4,::,This essay is all right. I think you could use more examples. Your main argument needs to be strengthened a bit.,//
9&Many people visit the museums when they travel to new places Why do you think people visit museum? Use specific reasons and examples to support your answer.,::,"<IN>We can find museums whenever we take a trip to a new place. When people find a museum, most of them don't go pass through it. <TR>In other words</TR>, many peplo plan to go to famous museums in a city where they travel. Maybe people has many indivisual reasons to visit a museum. <TS>I think it is because that museums have valuable works and colletions and we have opportunity to experience different culture.</TS></IN>
<BO1><MI1><TR>FIrst</TR>, generally we know a museum is a place to collect a variety of valuable records, which are, <TR>for example</TR>, very famous pictures, sculptures, fossils and so on.</MI1> <SI1>We can enjoy seeing them directly and feel more impressive than only in photos. <EX.<TR>For example</TR>, When I traveled to France, I visited Rouvre Mseum in Paris. I was very excited to see very famous works to have learned in pictures of textbooks. Whem I standed in front of the Monariza, I cannnot help amazing and was stuck dump. It is much bigger than photo and lots of more magnificent. I can't experience the sympathy through a photo.</EX> Like that, real works allow us to feel more vivid and lively. I think people visit museums to experience this feeling when they take a trip to new place.</SI1></BO1>
<BO2><MI2><TR>Second</TR>, all meseums don't have only very famous collections.</MI2> <SI2>A lot of museums own collections to indicate characteristic of their city. When we visit a city of foreign countries, we notice that they are very different from our country. <TR>In general</TR>, we say it is exotic. <EX>Last year, I visited Darwin, which is a city in Australia and remain Aborigins, native Ausrailians. First day, when I saw one native Austrilan, I was afraid of him and I didn't understand their feature. <TR>However</TR>, I had a chance to go to museum about Aboriginals in the city, and I could understand their features and was interested their cultures though the way of their living was different from ours. I still remember my special experience with them in Darwin.</EX></SI2> </BO2>
<CO><TR>In the conclusion</TR>, It is very imprtant and essential to visit museum when we travel to other countrys. It is because that pople can appreciate valuable arts and colletion directly and experience different culteres. I think these encourage peple to visit museum in other cities.</CO>",::,5,::,4,::,5,::,4,::,5,::,5,::,5,::,5,::,5,::,"A very good essay! Make sure to check the English spelling of things (ex. Louvre, Mona Lisa).",//
"10&Do you agree or disagree with following statement? Universities should give same amount of money to their students¡¯ sports activities as they give to their university libraries. Use specific reasons and examples to support your opinion.
",::,"<IN>Many people seems to believe that Universities should give same amount of money to their students¡¯ sports activities as they give to their university libraries. The common belief, <TR>however</TR>, has several critical flaws. <TS>In this essay, I will demonstrate why supporting ¡°Universities should give more amount of money to their university libraries than sports activities¡± is acceptable and should be praised for two following reasons. ; first, students spending more time at the library ; the limit of students in the sport department</TS></IN>
<BO1><MI1><TR>First</TR>, university students spend more time in studying at the library than in doing sports activities.</MI1> <SI1><EX><TR>For example</TR> when I was a university student, I mostly prepared for a career to get a good job at the library. But I rarely used sports activity facilities. Because job market was very competitive in South Korea, there was no time to enjoy sports activities.</EX></SI1></BO1>
<BO2><MI2><TR>Second</TR>, the student involved in the athletic department are limited.</MI2> <SI2>Only qualifying students get on a sports team in my university and they always occupied a gymnasium. Therefore I didn¡¯t benefit from the money given to the sports program. Libraries, on the other hand, are a resource that can be enjoyed by all students.</SI2></BO2>
<CO><TR>In conclusion</TR>, today most students are very busy in increasing their knowledge and only talented students make a team to use sports facilities. Thus universities should invest more amount of money in their university libraries than they invest in their students¡¯ sports activities</CO>",::,5,::,4,::,5,::,4,::,5,::,5,::,4,::,5,::,5,::,You have the start of a very good essay here. Your main ideas are excellent! Can you add some more to your supporting ideas?,//
